H;X1;X2;X3;X4;X5;X6;X7;X8;q;sds;v2;x1;s1;gama;c;fi;hw;fss
9;4,5;1,58;0,35;0,3;1,35;0,74;1,35;2,03;5;1,4;2,57;2,09;180;18;30;26;9;1,318514901
10;4,5;2,02;0,35;0,35;1,1;0,39;0,68;1,58;20;1,1;2,13;1,49;0;19;20;30;12,25;1,319361249
9;9,45;1,89;0,3;0,3;1,35;1,35;0,94;1,42;15;1,5;7,26;2,7;0;20;0;40;18,45;1,320657445
10;8,5;3,82;0,5;0,5;1,7;1,87;1,28;3,4;15;1,3;4,18;3,57;0;18;30;26;10;1,321271696
8;5,6;1,96;0,35;0,3;0,8;0,2;1,68;0;20;1,4;3,29;1;160;19;20;30;13,6;1,321744762
4;4,8;0,72;0,3;0,3;0,4;0,4;1,44;2,64;5;1;3,78;0,8;0;19;20;30;0;1,321875086
8;8;3,6;0,55;0,55;0,64;0,1;1,6;0,4;20;1,7;3,85;0,74;0;17;40;20;16;1,321878962
8;4,4;1,54;0,3;0,3;0,56;0;0;0;5;0,7;2,56;0,56;0;19;20;30;4;1,322427541
10;8;1,2;0,35;0,35;1,6;1,44;0,4;2,8;15;0,6;6,45;3,04;0;20;0;40;5;1,323327996
6;8,1;2,83;0,4;0,3;0,96;0,72;0,41;4,86;15;1;4,87;1,68;60;20;0;36;10,05;1,32498923
8;10;2,5;0,45;0,4;0,72;0,68;0,5;6,5;15;0,9;7,05;1,4;160;20;0;36;18;1,325179976
9;3,15;0,79;0,45;0,4;1,53;0,15;0,32;1,26;5;1,1;1,91;1,68;180;20;0;40;9;1,325365304
4;8,6;3,01;0,4;0,3;0,48;0,1;1,72;3,01;15;1,1;5,19;0,58;40;20;0;36;8,3;1,326691777
9;4,5;1,12;0,5;0,3;0,81;0,93;0,9;1,58;20;1,2;2,88;1,74;45;19;20;30;13,5;1,327473846
6;9,9;3,47;0,6;0,5;0,48;0,05;0,5;6,44;15;1,3;5,83;0,53;60;17;40;20;0;1,32754825
7;7;2,45;0,6;0,5;0,84;0,08;0,7;1,4;15;0,7;3,95;0,92;70;20;0;36;7;1,328962373
9;8,55;3,85;0,5;0,4;0,72;0,58;1,28;5,13;0;1,1;4,2;1,3;90;17;40;20;4,5;1,329090696
9;3,6;1,44;0,5;0,35;0,81;0,45;1,08;2,34;0;1,1;1,66;1,26;60;17;40;20;4,5;1,329236634
4;10;1,5;0,3;0,3;0,44;0,44;1,5;4;5;1,7;8,2;0,88;0;20;0;40;9;1,329780586
9;6,75;2,36;0,35;0,35;1,26;1,51;0,68;2,7;20;1,5;4,04;2,77;0;17;40;20;15,75;1,329909499
5;8;2,8;0,45;0,35;0,9;0,14;1,6;3,2;0;1,5;4,75;1,04;50;18;30;26;0;1,330548138
4;8,8;2,2;0,4;0,4;0,68;0,54;0,88;5,28;20;1,7;6,2;1,22;0;19;20;30;2;1,330598499
6;3,6;1,62;0,3;0,3;0,9;0,36;0,9;1,8;10;1;1,68;1,26;0;20;0;40;6;1,331773196
10;4,5;2,02;0,5;0,35;0,8;0,56;0,68;2,03;20;0,8;1,98;1,36;66,67;20;0;40;12,25;1,332509494
10;9,5;2,85;0,55;0,3;1,8;0,99;0,95;2,38;10;1,5;6,1;2,79;40;20;0;40;14,75;1,332585757
8;8,4;2,94;0,6;0,5;0,48;0,24;0,42;4,2;5;1,8;4,86;0,72;80;17;40;20;16,4;1,332624816
10;6,5;1,62;0,3;0,3;1,2;1,44;1,3;3,25;15;1,4;4,58;2,64;0;17;40;20;16,5;1,333176636
6;6,9;1,38;0,4;0,35;0,78;0,82;1,73;2,07;0;1,7;5,12;1,6;120;17;40;20;3;1,333559326
7;5,95;0,89;0,35;0,35;0,98;0,34;0,6;2,08;5;1,8;4,71;1,32;0;17;40;20;9,975;1,334584298
10;3;1,35;0,45;0,4;0,6;0,33;0,15;0;5;1,4;1,2;0,93;200;17;40;20;13;1,33509625
4;1,4;0,63;0,45;0,45;0,32;0,27;0,35;0,49;10;1,7;0,32;0,59;0;19;20;30;2;1,335169673
8;4,4;1,32;0,6;0,6;0,96;1,15;1,1;2,42;15;1,4;2,48;2,11;0;19;20;30;12,4;1,336730618
9;9,45;4,25;0,4;0,4;1,53;0,84;1,42;5,67;10;1,4;4,8;2,37;0;18;30;26;9;1,336962226
4;2,4;1,08;0,35;0,3;0,6;0,24;0,12;1,08;20;0,6;0,97;0,84;80;20;0;36;6,4;1,337658042
6;9;3,15;0,55;0,5;0,54;0,05;0,9;0;0;1,7;5,3;0,59;120;19;20;30;6;1,337665607
4;9;4,05;0,3;0,3;0,52;0,6;2,25;1,8;10;1,2;4,65;1,12;0;19;20;30;0;1,339838279
6;4,5;0,9;0,6;0,3;0,36;0,4;1,35;0,23;0;1,8;3;0,76;20;19;20;30;10,5;1,340352517
10;4,5;2,02;0,6;0,4;0,7;0;0;0;20;0,6;1,88;0,7;50;20;0;40;12,25;1,340520312
7;8,4;3,78;0,45;0,4;1,05;0,53;1,68;3,78;20;0,7;4,17;1,58;140;20;0;36;7;1,34145642
5;8,25;2,48;0,4;0,3;0,5;0,3;1,65;2,89;20;1;5,37;0,8;50;20;0;36;13,25;1,342562237
10;6,5;2,27;0,6;0,4;1;1,15;0,33;0,98;0;0,6;3,63;2,15;50;19;20;30;5;1,342862878
7;3,5;1,57;0,3;0,3;0,7;0,14;0,18;0,88;5;0,8;1,63;0,84;0;20;0;40;10,5;1,343904563
4;1,4;0,63;0,55;0,35;0,52;0,18;0,35;0,7;5;0,9;0,22;0,7;20;20;0;40;5,4;1,344606017
10;8,5;2,97;0,6;0,4;1,4;0,28;0,85;2,55;5;1,2;4,93;1,68;50;20;0;40;18,5;1,345095511
5;5;1,5;0,35;0,35;0,85;0,34;1,5;2;0;1,5;3,15;1,19;0;20;0;40;10;1,345153339
8;3,2;0,96;0,5;0,4;1,36;0;0;0;0;1,7;1,74;1,36;80;17;40;20;11,2;1,345264283
8;6,4;0,96;0,3;0,3;0,96;0;0;0;20;1,4;5,14;0,96;0;19;20;30;11,2;1,345766284
6;2,7;0,81;0,45;0,4;0,48;0;0;0;15;1,8;1,44;0,48;120;17;40;20;6;1,345875602
5;7,25;1,81;0,6;0,35;0,55;0,03;1,45;0,73;0;1,8;4,84;0,58;20;18;30;26;2,5;1,346786254
9;7,2;1,44;0,55;0,3;1,26;0;0;0;5;1;5,21;1,26;36;20;0;36;16,2;1,347435547
8;7,6;1,14;0,4;0,3;0,96;0,43;1,52;0,76;5;1,5;6,06;1,39;80;17;40;20;8;1,347454502
10;5;1,25;0,3;0,3;1,4;1,4;0,25;2,5;15;1,1;3,45;2,8;0;19;20;30;10;1,347769281
7;3,85;1,16;0,55;0,35;1,05;1,1;0,39;0,77;20;0,6;2,14;2,15;35;20;0;40;3,5;1,348636057
10;4;0,8;0,35;0,35;1,1;0,11;0,2;0,2;10;1,3;2,85;1,21;0;18;30;26;10;1,348923506
10;10;2,5;0,55;0,4;1,6;0,8;2;2;10;1,4;6,95;2,4;66,67;18;30;26;20;1,349171688
7;10;2,5;0,5;0,3;0,7;0,31;3;1;20;0,6;7;1,01;35;17;40;20;0;1,349239973
7;9,45;3,78;0,55;0,4;0,56;0,11;2,83;5,2;10;1,6;5,12;0,67;46,67;18;30;26;7;1,349550818
10;8,5;2,55;0,4;0,4;1,5;1,8;1,7;3,4;10;1,3;5,55;3,3;0;17;40;20;14,25;1,349738367
9;5,85;1,46;0,35;0,3;0,99;0,15;0,88;1,17;0;1,3;4,04;1,14;180;17;40;20;9;1,350767659
5;8,25;2,06;0,3;0,3;0,7;0,31;1,65;5,36;10;0,9;5,89;1,01;0;20;0;36;5;1,352304002
5;3,5;0,88;0,55;0,4;0,8;0,48;0,35;0,18;20;1,8;2,07;1,28;33,33;19;20;30;8,5;1,353024361
10;9;2,7;0,35;0,3;1,8;1,35;0,45;6,3;0;1,5;5,95;3,15;200;18;30;26;14,5;1,353028899
4;8,2;1,23;0,6;0,3;0,4;0,2;0,41;0;0;1,6;6,37;0,6;13,33;20;0;40;12,2;1,354672058
8;10;2;0,4;0,4;0,8;0,92;1;2,5;10;1,5;7,6;1,72;0;18;30;26;18;1,355186944
9;5,85;1,17;0,5;0,45;1,35;0,34;1,17;1,75;20;0,8;4,18;1,69;180;20;0;36;14,85;1,355295081
9;4,95;1,49;0,5;0,3;0,63;0,63;1,49;1,98;5;1,1;2,96;1,26;45;19;20;30;9;1,355461615
7;8,75;1,31;0,6;0,4;1,12;1,29;1,75;1,75;10;1,2;6,84;2,41;35;20;0;36;11,375;1,355940483
8;2,4;0,84;0,35;0,35;1,2;1,08;0,12;1,32;15;1,4;1,21;2,28;0;17;40;20;8;1,356121753
5;3,5;0,88;0,3;0,3;0,55;0,08;0,88;2,45;20;1;2,32;0,63;0;20;0;40;6,75;1,356284889
10;9;3,15;0,4;0,3;1,8;0,09;0,45;4,5;0;1;5,45;1,89;100;20;0;36;19;1,356791554
9;9,45;3,78;0,3;0,3;1,17;0;0;0;20;1,4;5,37;1,17;0;18;30;26;13,725;1,35743031
9;7,2;2,52;0,55;0,45;1,44;0,5;1,44;0,72;10;1,3;4,13;1,94;90;17;40;20;9;1,357716147
8;2,4;1,08;0,3;0,3;1,44;0,72;0,48;0,84;15;1,4;1,02;2,16;0;17;40;20;9,2;1,358646917
7;10;2,5;0,4;0,3;1,12;0,17;1;3,5;0;1,6;7,1;1,29;70;18;30;26;7;1,358703525
6;1,8;0,81;0,35;0,35;0,36;0,04;0,27;0,9;15;1,2;0,64;0,4;0;17;40;20;0;1,359751614
4;3,4;0,68;0,4;0,35;0,56;0,36;1,02;0;0;1,4;2,32;0,92;80;19;20;30;0;1,360112157
10;5;1,25;0,6;0,5;0,8;0,4;1,5;3,25;0;1,1;3,15;1,2;100;19;20;30;15;1,360117599
5;2,25;0,56;0,35;0,35;0,65;0,65;0,23;0,45;20;0,6;1,34;1,3;0;20;0;36;6,125;1,360835096
7;10;2;0,45;0,3;0,7;0,38;2,5;0;10;1;7,55;1,08;46,67;20;0;36;17;1,361468144
4;5,8;2,03;0,55;0,5;0,64;0,64;1,45;0;20;1,1;3,22;1,28;80;20;0;36;9,8;1,361773285
5;8;2,4;0,5;0,45;0,55;0,66;2;1,6;0;1,5;5,1;1,21;100;19;20;30;2,5;1,361815835
5;3,75;1,12;0,6;0,3;0,3;0;0;0;20;0,7;2,03;0,3;16,67;20;0;40;8,75;1,36193998
6;9,9;2,97;0,55;0,35;0,54;0,59;0,5;2,48;5;0,8;6,38;1,13;30;18;30;26;0;1,362445205
8;2,4;0,36;0,5;0,5;0,72;0,14;0,24;1,56;0;0,7;1,54;0,86;0;20;0;40;8;1,362639338
8;5,2;2,34;0,3;0,3;0,72;0,76;0,52;2,86;10;0,6;2,56;1,48;0;19;20;30;4;1,363617016
6;7,2;3,24;0,45;0,4;0,66;0,23;2,16;1,08;10;1,8;3,51;0,89;120;18;30;26;6;1,363704988
5;6,5;0,97;0,4;0,35;0,45;0;0;0;5;1;5,13;0,45;100;20;0;36;8,25;1,363760173
4;10;3;0,3;0,3;0,48;0,46;1,5;2;15;1,1;6,7;0,94;0;20;0;36;14;1,364114926
6;5,4;2,16;0,35;0,35;0,36;0,32;1,35;1,89;5;0,8;2,89;0,68;0;20;0;40;11,4;1,365031209
8;7,2;2,88;0,4;0,3;1,2;1,32;1,8;4,32;5;1,7;3,92;2,52;80;18;30;26;11,6;1,365618625
4;3,2;1,12;0,5;0,3;0,64;0,45;0,32;0,96;5;1,7;1,58;1,09;20;18;30;26;0;1,365755726
7;9,1;2,73;0,35;0,35;0,77;0,04;1,36;6,37;15;0,9;6,02;0,81;0;19;20;30;3,5;1,366461212
9;4,5;0,67;0,4;0,35;0,72;0,36;0,68;3,15;15;0,8;3,43;1,08;180;20;0;40;9;1,3681857
6;6;1,2;0,35;0,35;1,02;0,61;1,5;3,3;10;1,5;4,45;1,63;0;18;30;26;3;1,368343496
9;2,7;1,22;0,6;0,4;0,99;1,04;0,54;0;5;1,2;0,88;2,03;45;20;0;40;9;1,368502823
10;7;2,45;0,55;0,4;0,8;0,04;1,75;3,85;5;1,2;4;0,84;66,67;17;40;20;10;1,368846438
9;4,05;1,62;0,35;0,3;1,53;0,46;1,21;0;0;1,5;2,08;1,99;180;19;20;30;11,025;1,369423281
7;4,55;2,05;0,5;0,3;0,7;0,07;0,23;2,73;15;1,4;2;0,77;35;19;20;30;7;1,369621967
10;9;1,35;0,6;0,45;0,7;0,28;2,25;5,85;0;1,2;7,05;0,98;66,67;19;20;30;19;1,37057091
6;3,9;0,58;0,6;0,5;0,96;0,29;0,58;2,15;0;1,8;2,72;1,25;60;19;20;30;7,95;1,371393625
10;9;1,8;0,45;0,3;1,3;0,65;0,9;2,7;5;1,2;6,75;1,95;66,67;19;20;30;19;1,37157309
8;7,6;2,66;0,5;0,4;0,48;0,17;1,14;0,76;15;0,6;4,44;0,65;80;19;20;30;4;1,371650462
7;9,8;1,96;0,55;0,3;1,19;1,19;1,47;4,41;20;1,7;7,29;2,38;28;17;40;20;16,8;1,37287067
7;2,8;0,42;0,4;0,3;0,91;0;0;0;10;1,7;1,98;0,91;70;17;40;20;9,8;1,373826062
6;5,1;2,29;0,35;0,3;0,54;0,38;0,77;3,31;5;1,6;2,46;0,92;120;17;40;20;3;1,373843476
5;6,5;0,97;0,55;0,4;0,55;0,55;0,65;1,3;5;1,6;4,98;1,1;33,33;17;40;20;0;1,373895832
5;4;0,8;0,55;0,3;0,45;0,22;0,4;0,8;10;1,7;2,65;0,67;20;19;20;30;5;1,37393067
7;10;4,5;0,3;0,3;1,12;0,62;0,5;0,5;20;0,6;5,2;1,74;0;17;40;20;0;1,373962368
4;8,6;3,87;0,45;0,4;0,24;0,22;2,58;2,58;10;1,1;4,28;0,46;80;20;0;40;8,3;1,374170403
7;4,9;1,96;0,4;0,35;0,7;0,24;0,25;1,47;5;1,8;2,54;0,94;140;18;30;26;9,45;1,374236002
10;9,5;2,85;0,4;0,35;1,8;1,62;0,48;4,28;5;1,2;6,25;3,42;200;19;20;30;10;1,375033502
4;1,2;0,54;0,6;0,45;0,6;0,51;0,36;0,48;5;1,2;0,06;1,11;26,67;19;20;30;0;1,375573964
10;10;3,5;0,4;0,35;1,5;0,97;1,5;5,5;15;1,2;6,1;2,47;200;19;20;30;20;1,375934856
9;9,9;2,97;0,5;0,45;0,72;0,04;0,99;3,47;15;0,7;6,43;0,76;180;20;0;36;18,9;1,376295339
8;7,6;1,14;0,55;0,45;1,44;0,14;0,76;4,18;10;1;5,91;1,58;80;20;0;36;11,8;1,376780638
7;2,1;0,73;0,55;0,35;1,05;0,94;0,21;0,11;15;1,4;0,82;1,99;35;19;20;30;7;1,377274284
10;4;0,8;0,3;0,3;1,7;0,51;1;1,2;5;0,7;2,9;2,21;0;18;30;26;5;1,378272006
7;5,25;1,84;0,3;0,3;1,19;0,83;1,31;3,67;5;1;3,11;2,02;0;20;0;40;7;1,378838587
10;9,5;4,28;0,5;0,4;1;0,55;2,85;2,85;10;0,7;4,72;1,55;100;20;0;36;19,5;1,378854925
6;6,3;2,83;0,4;0,35;0,9;0,68;0,32;0,32;5;1,2;3,07;1,58;120;20;0;40;12,3;1,379081024
9;10;3;0,45;0,3;1,44;0,5;3;3;20;1,2;6,55;1,94;60;19;20;30;19;1,379491845
8;6;1,8;0,35;0,3;1,04;0;0;0;10;0,6;3,85;1,04;160;20;0;36;8;1,379491962
9;5,4;2,43;0,5;0,45;1,62;0,32;1,62;3,77;0;0,8;2,47;1,94;180;20;0;36;11,7;1,379556021
7;7;1,4;0,45;0,3;0,42;0,36;0,7;2,1;10;1,2;5,15;0,78;46,67;18;30;26;3,5;1,379779898
7;10;3;0,6;0,35;1,26;0,63;0,5;1,5;0;1,2;6,4;1,89;28;20;0;36;17;1,379863413
8;3,2;1,44;0,55;0,5;1,12;0,73;0,96;1,92;15;1,3;1,21;1,85;160;19;20;30;8;1,380080193
6;2,4;0,48;0,6;0,45;0,72;0,54;0,12;1,44;0;1,3;1,32;1,26;40;17;40;20;0;1,38077439
10;6,5;1,95;0,6;0,4;1,8;0,72;1,95;3,58;5;0,8;3,95;2,52;50;20;0;36;13,25;1,382583829
10;3,5;0,7;0,6;0,35;1,4;0,49;0,7;1,75;10;1,3;2,2;1,89;40;18;30;26;13,5;1,382808869
8;3,2;1,28;0,5;0,45;0,72;0,5;0,96;1,28;20;1,5;1,42;1,22;160;18;30;26;11,2;1,383199447
4;6,2;0,93;0,5;0,5;0,4;0,26;1,86;0,93;10;1,1;4,77;0,66;0;19;20;30;0;1,383325563
8;5,6;1,4;0,35;0,35;0,72;0,32;1,68;2,52;5;0,9;3,85;1,04;0;20;0;40;10,8;1,383375467
8;9,2;1,84;0,6;0,55;0,64;0,74;0,46;0,92;5;1,4;6,76;1,38;160;18;30;26;8;1,383544802
5;4;1,2;0,45;0,45;0,5;0,45;0,8;0,8;20;0,6;2,35;0,95;0;20;0;36;7;1,383632933
6;4,2;1,26;0,4;0,4;0,42;0,4;0,21;1,26;15;1,4;2,54;0,82;0;19;20;30;6;1,383673418
10;6;2,4;0,5;0,35;1,4;0,7;0,9;0,3;15;1,3;3,1;2,1;66,67;17;40;20;16;1,384074318
6;1,8;0,54;0,55;0,55;1,02;0,56;0,09;0,27;10;0,6;0,71;1,58;0;18;30;26;0;1,385090428
9;3,6;0,72;0,35;0,35;0,99;0,45;0,72;1,8;20;1,3;2,53;1,44;0;17;40;20;10,8;1,385588136
8;8,4;2,94;0,45;0,45;0,96;0,48;1,68;3,78;0;1,7;5,01;1,44;0;17;40;20;16,4;1,385601039
7;6,65;1;0,6;0,55;0,91;0,45;1,33;1;15;0,9;5,05;1,36;140;20;0;36;10,325;1,385851816
9;6,75;2,36;0,45;0,35;1,08;0,97;1,01;3,04;5;0,7;3,94;2,05;90;20;0;36;12,375;1,385867338
6;8,7;2,17;0,4;0,3;0,96;0,72;0,87;0,87;15;0,8;6,13;1,68;60;20;0;40;3;1,386086547
5;8,5;3,83;0,5;0,5;0,85;0,3;1,28;1,28;15;1,3;4,17;1,15;0;19;20;30;2,5;1,386361264
6;8,4;1,68;0,6;0,55;1,08;0,27;2,1;4,62;10;1,6;6,12;1,35;120;18;30;26;6;1,386376551
7;6,3;1,26;0,6;0,3;1,12;0,28;1,26;3,78;5;0,6;4,44;1,4;23,33;20;0;40;3,5;1,387230411
9;5,85;1,46;0,55;0,45;1,08;0,97;0,29;3,8;20;1,3;3,84;2,05;90;17;40;20;11,925;1,387684614
8;10;2,5;0,35;0,35;1,12;0,22;1;5;5;1,6;7,15;1,34;0;18;30;26;18;1,38830626
9;5,85;2,63;0,4;0,4;0,9;0,49;0,58;1,75;5;0,9;2,82;1,39;0;20;0;40;11,925;1,388364836
4;10;2,5;0,5;0,45;0,56;0,59;1,5;3;5;1;7;1,15;80;20;0;36;4;1,388450393
7;2,8;0,56;0,5;0,3;0,63;0,16;0,56;0,56;20;0,9;1,74;0,79;35;17;40;20;0;1,388454601
9;4,95;1,24;0,45;0,45;0,9;0,72;1,24;2,48;20;0,9;3,26;1,62;0;20;0;40;11,475;1,389279722
7;3,15;0,94;0,3;0,3;1,19;0,24;0,94;0,47;0;1,2;1,91;1,43;0;20;0;40;10,15;1,38932539
9;8,55;1,71;0,4;0,4;0,54;0,41;0,86;2,57;5;1,2;6,44;0,95;0;19;20;30;13,275;1,389403499
4;7,6;1,9;0,45;0,35;0,72;0,14;1,52;3,8;5;1,4;5,25;0,86;40;20;0;40;4;1,389620905
6;6,6;2,31;0,35;0,3;0,42;0,04;0,33;2,31;10;1,5;3,94;0,46;120;19;20;30;6;1,390411632
5;7,25;2,17;0,6;0,4;0,35;0,14;1,81;4,35;5;1,7;4,48;0,49;25;18;30;26;2,5;1,39092014
7;10;3;0,45;0,4;0,63;0,63;2;0,5;10;1,5;6,55;1,26;140;19;20;30;17;1,391725959
5;5,5;1,92;0,55;0,45;0,75;0,6;0,55;2,75;5;0,7;3,03;1,35;50;20;0;40;2,5;1,393100622
7;7;3,15;0,35;0,35;1,05;0,42;2,1;2,8;0;1,6;3,5;1,47;0;18;30;26;7;1,393113823
6;5,1;1,02;0,35;0,3;0,48;0,5;1,27;0;20;1,1;3,73;0,98;120;19;20;30;3;1,393140319
8;6,4;2,56;0,55;0,5;1,36;0,2;1,92;0,64;20;0,6;3,29;1,56;160;20;0;36;8;1,393436257
7;7,35;2,57;0,3;0,3;1,26;0,76;2,2;3,31;0;1,6;4,48;2,02;0;19;20;30;10,675;1,393612747
4;3,2;1,44;0,55;0,35;0,64;0,67;0,64;0,8;0;0,6;1,21;1,31;20;20;0;40;2;1,393675683
5;1,5;0,6;0,6;0,55;0,8;0,52;0,15;1,05;15;0,8;0,3;1,32;100;20;0;40;6,5;1,395598695
7;5,6;1,12;0,35;0,3;0,77;0,54;1,68;2,52;10;1,8;4,13;1,31;140;17;40;20;12,6;1,396508441
10;6;2,1;0,55;0,55;1,8;0,9;1,5;1,2;10;1,3;3,35;2,7;0;20;0;40;16;1,396514281
7;4,9;2,21;0,45;0,3;0,42;0,46;0,98;0,98;10;1,4;2,24;0,88;46,67;19;20;30;11,9;1,397137107
4;8;2;0,6;0,4;0,28;0,03;1,6;1,6;15;0,8;5,4;0,31;20;20;0;36;4;1,398468477
4;6,4;1,92;0,55;0,3;0,48;0,02;0,32;1,28;20;1,8;3,93;0,5;16;18;30;26;2;1,398592116
6;2,1;0,95;0,35;0,35;0,54;0,3;0,11;0,84;15;0,9;0,8;0,84;0;19;20;30;3;1,399252102
4;9,2;2,3;0,45;0,3;0,72;0,22;1,38;3,22;10;0,7;6,45;0,94;26,67;20;0;36;2;1,40137827
5;3;0,6;0,4;0,3;0,55;0,39;0,15;0,45;15;1,4;2;0,94;50;17;40;20;0;1,401690417
6;7,8;1,17;0,5;0,3;0,84;0,8;2,34;2,34;15;1,4;6,13;1,64;30;19;20;30;6;1,401749528
8;4,4;1,32;0,35;0,35;1,04;0,99;1,32;2,42;15;1,5;2,73;2,03;0;18;30;26;12,4;1,402866321
8;5,6;1,96;0,5;0,3;1,36;0,48;1,68;3,91;10;1,5;3,14;1,84;40;17;40;20;10,8;1,403540139
4;2;0,7;0,3;0,3;0,68;0,58;0,2;1,3;15;1,8;1;1,26;0;17;40;20;0;1,403708957
6;9,6;3,36;0,3;0,3;0,9;0,99;0,48;0,48;15;1,5;5,94;1,89;0;19;20;30;6;1,403963114
9;8,55;2,99;0,45;0,4;0,99;0,49;1,28;5,13;15;1,1;5,11;1,48;180;19;20;30;13,275;1,404162364
5;9;2,25;0,4;0,35;0,55;0,14;2,25;0;5;1,5;6,35;0,69;100;17;40;20;0;1,405382089
4;8,2;3,28;0,4;0,4;0,36;0,16;2,46;5,33;0;1,3;4,52;0,52;0;20;0;40;12,2;1,405974378
9;3,6;1,08;0,3;0,3;0,9;0,63;0,9;1,26;15;0,7;2,22;1,53;0;20;0;40;10,8;1,406160988
6;6,6;2,64;0,6;0,3;0,84;0,8;0,66;4,29;20;1;3,36;1,64;20;19;20;30;3;1,406679237
9;5,4;1,08;0,35;0,3;1,44;0,72;0,27;2,7;5;0,6;3,97;2,16;180;20;0;36;9;1,407072194
10;3;1,2;0,35;0,35;1,1;1,05;0,75;0;20;1,1;1,45;2,15;0;19;20;30;13;1,407588191
5;6,75;2,7;0,3;0,3;0,9;0,49;1,35;0;0;1,5;3,75;1,39;0;19;20;30;2,5;1,408123318
6;7,2;1,08;0,3;0,3;1,08;1,13;1,8;0,36;15;1,6;5,82;2,21;0;19;20;30;13,2;1,408282191
9;3,15;1,1;0,4;0,35;0,9;0,23;0,47;0,63;0;1,3;1,65;1,13;180;18;30;26;10,575;1,409656828
7;9,1;4,09;0,3;0,3;0,84;0,5;0,46;0,46;10;0,9;4,71;1,34;0;20;0;40;7;1,409716244
5;7,5;2,25;0,5;0,5;0,9;0,18;1,88;1,88;5;1,8;4,75;1,08;0;17;40;20;2,5;1,410533434
8;8,8;2,2;0,35;0,35;1,28;0,96;2,2;4,84;10;1,3;6,25;2,24;0;19;20;30;16,8;1,410790518
6;4,5;0,67;0,45;0,45;0,48;0,07;1,12;2,48;10;1,4;3,38;0,55;0;19;20;30;6;1,411144237
10;8;3,6;0,4;0,4;1,1;0,49;2;5,6;0;0,9;4;1,59;0;20;0;40;18;1,411360688
7;4,55;2,05;0,3;0,3;0,91;0,14;1,36;0;5;1,7;2,2;1,05;0;17;40;20;9,275;1,411412531
10;8,5;2,12;0,35;0,35;0,6;0,24;1,7;2,97;15;1,1;6,03;0,84;0;17;40;20;14,25;1,412445449
8;3,6;1,62;0,3;0,3;1,44;0,22;1,08;0,9;5;1,4;1,68;1,66;0;19;20;30;11,6;1,412592907
10;7;2,45;0,6;0,3;0,7;0,66;2,1;1,75;20;1;3,95;1,36;33,33;18;30;26;17;1,415552656
6;10;2,5;0,35;0,3;0,6;0,54;3;1,5;10;1,8;7,15;1,14;120;18;30;26;11;1,416081859
5;7,5;1,5;0,3;0,3;0,8;0,6;1,12;1,5;15;1,3;5,7;1,4;0;20;0;40;12,5;1,416500303
9;8,55;2,57;0,55;0,55;1,17;0,23;1,28;2,57;5;1,4;5,43;1,4;0;17;40;20;13,275;1,416534847
10;5;2;0,45;0,4;1,5;0,23;1;2,5;15;1;2,55;1,73;200;19;20;30;12,5;1,417495299
5;2;0,9;0,55;0,55;0,35;0,35;0,5;0,5;15;1,8;0,55;0,7;0;18;30;26;5;1,418896659
6;5,4;1,89;0,4;0,4;0,48;0,26;1,35;3,78;15;1,1;3,11;0,74;0;17;40;20;0;1,419354865
8;3,6;0,54;0,5;0,35;0,56;0,42;0,36;2,52;15;1,4;2,56;0,98;53,33;18;30;26;9,8;1,420108718
9;8,1;2,02;0,4;0,3;0,72;0,4;1,22;4,46;10;0,9;5,68;1,12;90;20;0;40;9;1,42042743
10;7,5;3;0,5;0,35;1,8;1,8;2,25;5,24;20;1,1;4;3,6;66,67;17;40;20;13,75;1,421025535
4;9,6;3,84;0,5;0,45;0,4;0,18;1,92;3,84;0;1,1;5,26;0,58;80;19;20;30;0;1,421105097
7;5,95;0,89;0,3;0,3;0,91;0,14;0,3;1,49;5;1,8;4,76;1,05;0;17;40;20;12,95;1,421407475
8;10;2,5;0,3;0,3;1,28;0,51;2,5;5;5;0,6;7,2;1,79;0;20;0;40;4;1,42202678
6;8,1;3,65;0,6;0,3;0,42;0,13;1,62;2,84;0;0,6;3,85;0,55;20;20;0;36;6;1,422788898
4;8,6;3,87;0,3;0,3;0,44;0,13;2,58;2,58;5;1,1;4,43;0,57;0;19;20;30;0;1,422902672
10;8;1,6;0,5;0,5;1,7;0,59;0,4;4,4;0;0,9;5,9;2,29;0;20;0;36;14;1,423268715
6;10;4;0,6;0,6;0,72;0,14;1;0;15;0,8;5,4;0,86;0;20;0;36;16;1,423397493
6;3,9;0,58;0,55;0,5;0,9;0,77;0,39;1,37;0;1;2,77;1,67;120;17;40;20;0;1,423903331
8;4;1;0,3;0,3;0,88;0,09;1,2;0,4;10;1,2;2,7;0,97;0;19;20;30;10;1,424020478
6;7,2;1,44;0,35;0,3;0,42;0,21;2,16;4,68;20;1,4;5,41;0,63;120;19;20;30;9,6;1,424647628
5;3,25;0,97;0,3;0,3;0,4;0,14;0,81;1,14;0;0,6;1,98;0,54;0;18;30;26;0;1,425639445
7;8,4;2,94;0,3;0,3;0,49;0,47;2,52;4,2;10;0,6;5,16;0,96;0;20;0;36;11,2;1,425702116
6;5,1;1,02;0,35;0,35;0,48;0;0;0;0;1,7;3,73;0,48;0;18;30;26;6;1,425785912
7;9,8;2,45;0,3;0,3;1,19;1,31;0,49;3,43;20;1,5;7,05;2,5;0;18;30;26;16,8;1,426149533
